,sample,row,column,WellID,donor,stimulus,LPS (ng/mL),ConA (ug/mL),PolyIC (ug/mL),PMA (ng/mL),ionomicyn (ng/mL),nELISA ID,nELISA SNR,UniProt,SampleID,SampleType,PlateID,DataAnalysisRefID,OlinkID,Assay,AssayType,Panel,Block,Count,ExtNPX,NPX,Normalization,PCNormalizedNPX,AssayQC,SampleQC,ExploreVersion,IntraCV,InterCV,SampleBlockQCWarn,SampleBlockQCFail,BlockQCFail,AssayQCWarn,NCLOD
15331,21,B,9,B9,D2,LPS,100.0,0.0,0.0,0.0,0.0,EXP - 286.1 - IL-4 R nEL xDR,1.013438,P24394,B9,SAMPLE,Nomic_07022025,E50008,OID20576,IL4R,assay,Inflammation,B,28.0,-7.033816337585449,-3.550851583480835,Plate control,-3.550851583480835,PASS,PASS,7.2.1,,,1.0,1.0,1.0,1.0,1.1904761337868508
15332,22,B,10,B10,D2,LPS,2000.0,0.0,0.0,0.0,0.0,EXP - 286.1 - IL-4 R nEL xDR,1.94108,P24394,B10,SAMPLE,Nomic_07022025,E50008,OID20576,IL4R,assay,Inflammation,B,62.0,-6.257691860198975,-2.7747273445129395,Plate control,-2.7747273445129395,PASS,PASS,7.2.1,,,1.0,1.0,1.0,1.0,1.1904761337868508
15333,23,B,11,B11,D1,LPS,2000.0,0.0,0.0,0.0,0.0,EXP - 286.1 - IL-4 R nEL xDR,1.480805,P24394,B11,SAMPLE,Nomic_07022025,E50008,OID20576,IL4R,assay,Inflammation,B,39.0,-7.160130023956299,-3.6771652698516846,Plate control,-3.6771652698516846,PASS,PASS,7.2.1,,,1.0,1.0,1.0,1.0,1.1904761337868508
15334,25,C,1,C1,D3,unstimulated,0.0,0.0,0.0,0.0,0.0,EXP - 286.1 - IL-4 R nEL xDR,0.5390057,P24394,C1,SAMPLE,Nomic_07022025,E50008,OID20576,IL4R,assay,Inflammation,B,135.0,-7.671796798706055,-4.188831806182861,Plate control,-4.188831806182861,PASS,PASS,7.2.1,,,1.0,1.0,1.0,1.0,1.1904761337868508
15335,26,C,2,C2,D3,ConA,0.0,0.5,0.0,0.0,0.0,EXP - 286.1 - IL-4 R nEL xDR,-0.7395275,P24394,C2,SAMPLE,Nomic_07022025,E50008,OID20576,IL4R,assay,Inflammation,B,12.0,-9.89620590209961,-6.413241386413574,Plate control,-6.413241386413574,PASS,PASS,7.2.1,,,1.0,1.0,1.0,1.0,1.1904761337868508
15336,27,C,3,C3,D3,ConA,0.0,2.5,0.0,0.0,0.0,EXP - 286.1 - IL-4 R nEL xDR,0.8415934,P24394,C3,SAMPLE,Nomic_07022025,E50008,OID20576,IL4R,assay,Inflammation,B,24.0,-7.162391185760498,-3.679426670074463,Plate control,-3.679426670074463,PASS,WARN,7.2.1,,,4.0,1.0,1.0,1.0,1.1904761337868508
15337,28,C,4,C4,D3,ConA,0.0,12.5,0.0,0.0,0.0,EXP - 286.1 - IL-4 R nEL xDR,0.4207312,P24394,C4,SAMPLE,Nomic_07022025,E50008,OID20576,IL4R,assay,Inflammation,B,6.0,-8.812711715698242,-5.329747200012207,Plate control,-5.329747200012207,PASS,WARN,7.2.1,,,4.0,1.0,1.0,1.0,1.1904761337868508
15338,29,C,5,C5,D3,ConA,0.0,25.0,0.0,0.0,0.0,EXP - 286.1 - IL-4 R nEL xDR,-0.09421283,P24394,C5,SAMPLE,Nomic_07022025,E50008,OID20576,IL4R,assay,Inflammation,B,7.0,-8.425665855407715,-4.9427008628845215,Plate control,-4.9427008628845215,PASS,WARN,7.2.1,,,4.0,1.0,1.0,1.0,1.1904761337868508
15339,30,C,6,C6,D1,ConA,0.0,12.5,0.0,0.0,0.0,EXP - 286.1 - IL-4 R nEL xDR,1.769052,P24394,C6,SAMPLE,Nomic_07022025,E50008,OID20576,IL4R,assay,Inflammation,B,13.0,-7.752830982208252,-4.269865989685059,Plate control,-4.269865989685059,PASS,WARN,7.2.1,,,4.0,1.0,1.0,1.0,1.1904761337868508
15340,31,C,7,C7,D3,LPS,0.1,0.0,0.0,0.0,0.0,EXP - 286.1 - IL-4 R nEL xDR,1.63084,P24394,C7,SAMPLE,Nomic_07022025,E50008,OID20576,IL4R,assay,Inflammation,B,20.0,-7.873136520385742,-4.390171527862549,Plate control,-4.390171527862549,PASS,PASS,7.2.1,,,1.0,1.0,1.0,1.0,1.1904761337868508
15341,32,C,8,C8,D3,LPS,5.0,0.0,0.0,0.0,0.0,EXP - 286.1 - IL-4 R nEL xDR,1.348,P24394,C8,SAMPLE,Nomic_07022025,E50008,OID20576,IL4R,assay,Inflammation,B,20.0,-7.854556560516357,-4.371592044830322,Plate control,-4.371592044830322,PASS,PASS,7.2.1,,,1.0,1.0,1.0,1.0,1.1904761337868508
15342,33,C,9,C9,D3,LPS,100.0,0.0,0.0,0.0,0.0,EXP - 286.1 - IL-4 R nEL xDR,1.666996,P24394,C9,SAMPLE,Nomic_07022025,E50008,OID20576,IL4R,assay,Inflammation,B,33.0,-7.212698936462402,-3.729734420776367,Plate control,-3.729734420776367,PASS,PASS,7.2.1,,,1.0,1.0,1.0,1.0,1.1904761337868508
15343,34,C,10,C10,D3,LPS,2000.0,0.0,0.0,0.0,0.0,EXP - 286.1 - IL-4 R nEL xDR,1.235014,P24394,C10,SAMPLE,Nomic_07022025,E50008,OID20576,IL4R,assay,Inflammation,B,7.0,-9.4226655960083,-5.939700603485107,Plate control,-5.939700603485107,PASS,PASS,7.2.1,,,1.0,1.0,1.0,1.0,1.1904761337868508
15344,35,C,11,C11,D1,LPS,2000.0,0.0,0.0,0.0,0.0,EXP - 286.1 - IL-4 R nEL xDR,1.338761,P24394,C11,SAMPLE,Nomic_07022025,E50008,OID20576,IL4R,assay,Inflammation,B,33.0,-7.246776580810547,-3.7638118267059326,Plate control,-3.7638118267059326,PASS,PASS,7.2.1,,,1.0,1.0,1.0,1.0,1.1904761337868508
15345,37,D,1,D1,D4,unstimulated,0.0,0.0,0.0,0.0,0.0,EXP - 286.1 - IL-4 R nEL xDR,-0.02383308,P24394,D1,SAMPLE,Nomic_07022025,E50008,OID20576,IL4R,assay,Inflammation,B,42.0,-8.39487075805664,-4.9119062423706055,Plate control,-4.9119062423706055,PASS,PASS,7.2.1,,,1.0,1.0,1.0,1.0,1.1904761337868508
15346,38,D,2,D2,D4,ConA,0.0,0.5,0.0,0.0,0.0,EXP - 286.1 - IL-4 R nEL xDR,-0.9160638,P24394,D2,SAMPLE,Nomic_07022025,E50008,OID20576,IL4R,assay,Inflammation,B,20.0,-8.77988338470459,-5.296918869018555,Plate control,-5.296918869018555,PASS,PASS,7.2.1,,,1.0,1.0,1.0,1.0,1.1904761337868508
15347,39,D,3,D3,D4,ConA,0.0,2.5,0.0,0.0,0.0,EXP - 286.1 - IL-4 R nEL xDR,0.5728992,P24394,D3,SAMPLE,Nomic_07022025,E50008,OID20576,IL4R,assay,Inflammation,B,14.0,-7.733257293701172,-4.250292778015137,Plate control,-4.250292778015137,PASS,WARN,7.2.1,,,4.0,1.0,1.0,1.0,1.1904761337868508
15348,40,D,4,D4,D4,ConA,0.0,12.5,0.0,0.0,0.0,EXP - 286.1 - IL-4 R nEL xDR,1.061611,P24394,D4,SAMPLE,Nomic_07022025,E50008,OID20576,IL4R,assay,Inflammation,B,16.0,-7.688250541687012,-4.205285549163818,Plate control,-4.205285549163818,PASS,WARN,7.2.1,,,4.0,1.0,1.0,1.0,1.1904761337868508
15349,41,D,5,D5,D4,ConA,0.0,25.0,0.0,0.0,0.0,EXP - 286.1 - IL-4 R nEL xDR,1.602533,P24394,D5,SAMPLE,Nomic_07022025,E50008,OID20576,IL4R,assay,Inflammation,B,42.0,-6.136136531829834,-2.653172016143799,Plate control,-2.653172016143799,PASS,WARN,7.2.1,,,4.0,1.0,1.0,1.0,1.1904761337868508
15350,42,D,6,D6,D1,ConA,0.0,12.5,0.0,0.0,0.0,EXP - 286.1 - IL-4 R nEL xDR,1.989166,P24394,D6,SAMPLE,Nomic_07022025,E50008,OID20576,IL4R,assay,Inflammation,B,29.0,-6.8302693367004395,-3.347304582595825,Plate control,-3.347304582595825,PASS,PASS,7.2.1,,,1.0,1.0,1.0,1.0,1.1904761337868508
15351,43,D,7,D7,D4,LPS,0.1,0.0,0.0,0.0,0.0,EXP - 286.1 - IL-4 R nEL xDR,2.773158,P24394,D7,SAMPLE,Nomic_07022025,E50008,OID20576,IL4R,assay,Inflammation,B,8.0,-9.461991310119629,-5.9790263175964355,Plate control,-5.9790263175964355,PASS,PASS,7.2.1,,,1.0,1.0,1.0,1.0,1.1904761337868508
15352,44,D,8,D8,D4,LPS,5.0,0.0,0.0,0.0,0.0,EXP - 286.1 - IL-4 R nEL xDR,2.109561,P24394,D8,SAMPLE,Nomic_07022025,E50008,OID20576,IL4R,assay,Inflammation,B,25.0,-7.575009822845459,-4.092044830322266,Plate control,-4.092044830322266,PASS,PASS,7.2.1,,,1.0,1.0,1.0,1.0,1.1904761337868508
15353,45,D,9,D9,D4,LPS,100.0,0.0,0.0,0.0,0.0,EXP - 286.1 - IL-4 R nEL xDR,0.5320106,P24394,D9,SAMPLE,Nomic_07022025,E50008,OID20576,IL4R,assay,Inflammation,B,23.0,-8.103743553161621,-4.620779037475586,Plate control,-4.620779037475586,PASS,PASS,7.2.1,,,1.0,1.0,1.0,1.0,1.1904761337868508
15354,46,D,10,D10,D4,LPS,2000.0,0.0,0.0,0.0,0.0,EXP - 286.1 - IL-4 R nEL xDR,1.305015,P24394,D10,SAMPLE,Nomic_07022025,E50008,OID20576,IL4R,assay,Inflammation,B,43.0,-6.8542160987854,-3.371251344680786,Plate control,-3.371251344680786,PASS,PASS,7.2.1,,,1.0,1.0,1.0,1.0,1.1904761337868508
15355,47,D,11,D11,D1,LPS,2000.0,0.0,0.0,0.0,0.0,EXP - 286.1 - IL-4 R nEL xDR,0.1833199,P24394,D11,SAMPLE,Nomic_07022025,E50008,OID20576,IL4R,assay,Inflammation,B,9.0,-9.054981231689453,-5.57201623916626,Plate control,-5.57201623916626,PASS,PASS,7.2.1,,,1.0,1.0,1.0,1.0,1.1904761337868508
15356,49,E,1,E1,D1,unstimulated,0.0,0.0,0.0,0.0,0.0,EXP - 286.1 - IL-4 R nEL xDR,1.163074,P24394,E1,SAMPLE,Nomic_07022025,E50008,OID20576,IL4R,assay,Inflammation,B,105.0,-7.615200519561768,-4.132235527038574,Plate control,-4.132235527038574,PASS,PASS,7.2.1,,,1.0,1.0,1.0,1.0,1.1904761337868508
15357,50,E,2,E2,D1,PolyIC,0.0,0.0,0.4,0.0,0.0,EXP - 286.1 - IL-4 R nEL xDR,0.3033554,P24394,E2,SAMPLE,Nomic_07022025,E50008,OID20576,IL4R,assay,Inflammation,B,102.0,-7.4427809715271,-3.9598162174224854,Plate control,-3.9598162174224854,PASS,PASS,7.2.1,,,1.0,1.0,1.0,1.0,1.1904761337868508
15358,51,E,3,E3,D1,PolyIC,0.0,0.0,2.0,0.0,0.0,EXP - 286.1 - IL-4 R nEL xDR,2.272036,P24394,E3,SAMPLE,Nomic_07022025,E50008,OID20576,IL4R,assay,Inflammation,B,81.0,-7.903770446777344,-4.42080545425415,Plate control,-4.42080545425415,PASS,PASS,7.2.1,,,1.0,1.0,1.0,1.0,1.1904761337868508
15359,52,E,4,E4,D1,PolyIC,0.0,0.0,10.0,0.0,0.0,EXP - 286.1 - IL-4 R nEL xDR,0.6153077,P24394,E4,SAMPLE,Nomic_07022025,E50008,OID20576,IL4R,assay,Inflammation,B,107.0,-7.452366352081299,-3.9694015979766846,Plate control,-3.9694015979766846,PASS,PASS,7.2.1,,,1.0,1.0,1.0,1.0,1.1904761337868508
15360,53,E,5,E5,D1,PolyIC,0.0,0.0,100.0,0.0,0.0,EXP - 286.1 - IL-4 R nEL xDR,1.278729,P24394,E5,SAMPLE,Nomic_07022025,E50008,OID20576,IL4R,assay,Inflammation,B,130.0,-7.204195022583008,-3.7212302684783936,Plate control,-3.7212302684783936,PASS,PASS,7.2.1,,,1.0,1.0,1.0,1.0,1.1904761337868508
15361,54,E,6,E6,D1,PolyIC,0.0,0.0,10.0,0.0,0.0,EXP - 286.1 - IL-4 R nEL xDR,1.010385,P24394,E6,SAMPLE,Nomic_07022025,E50008,OID20576,IL4R,assay,Inflammation,B,87.0,-7.864613056182861,-4.381648540496826,Plate control,-4.381648540496826,PASS,PASS,7.2.1,,,1.0,1.0,1.0,1.0,1.1904761337868508
15362,55,E,7,E7,D1,PMAi,0.0,0.0,0.0,0.1,10.0,EXP - 286.1 - IL-4 R nEL xDR,1.906123,P24394,E7,SAMPLE,Nomic_07022025,E50008,OID20576,IL4R,assay,Inflammation,B,87.0,-7.735487937927246,-4.252523422241211,Plate control,-4.252523422241211,PASS,PASS,7.2.1,,,1.0,1.0,1.0,1.0,1.1904761337868508
15363,56,E,8,E8,D1,PMAi,0.0,0.0,0.0,0.5,50.0,EXP - 286.1 - IL-4 R nEL xDR,1.840508,P24394,E8,SAMPLE,Nomic_07022025,E50008,OID20576,IL4R,assay,Inflammation,B,18.0,-7.926790237426758,-4.4438252449035645,Plate control,-4.4438252449035645,PASS,PASS,7.2.1,,,1.0,1.0,1.0,1.0,1.1904761337868508
15364,57,E,9,E9,D1,PMAi,0.0,0.0,0.0,1.0,100.0,EXP - 286.1 - IL-4 R nEL xDR,2.015658,P24394,E9,SAMPLE,Nomic_07022025,E50008,OID20576,IL4R,assay,Inflammation,B,16.0,-7.862637519836426,-4.379672527313232,Plate control,-4.379672527313232,PASS,PASS,7.2.1,,,1.0,1.0,1.0,1.0,1.1904761337868508
15365,58,E,10,E10,D1,PMAi,0.0,0.0,0.0,5.0,500.0,EXP - 286.1 - IL-4 R nEL xDR,0.8107239,P24394,E10,SAMPLE,Nomic_07022025,E50008,OID20576,IL4R,assay,Inflammation,B,16.0,-7.722380638122559,-4.239416122436523,Plate control,-4.239416122436523,PASS,WARN,7.2.1,,,4.0,1.0,1.0,1.0,1.1904761337868508
15366,59,E,11,E11,D1,PMAi,0.0,0.0,0.0,5.0,500.0,EXP - 286.1 - IL-4 R nEL xDR,1.066252,P24394,E11,SAMPLE,Nomic_07022025,E50008,OID20576,IL4R,assay,Inflammation,B,37.0,-6.757412433624268,-3.2744479179382324,Plate control,-3.2744479179382324,PASS,PASS,7.2.1,,,1.0,1.0,1.0,1.0,1.1904761337868508
15367,61,F,1,F1,D2,unstimulated,0.0,0.0,0.0,0.0,0.0,EXP - 286.1 - IL-4 R nEL xDR,1.293974,P24394,F1,SAMPLE,Nomic_07022025,E50008,OID20576,IL4R,assay,Inflammation,B,51.0,-8.346122741699219,-4.863157749176025,Plate control,-4.863157749176025,PASS,PASS,7.2.1,,,1.0,1.0,1.0,1.0,1.1904761337868508
15368,62,F,2,F2,D2,PolyIC,0.0,0.0,0.4,0.0,0.0,EXP - 286.1 - IL-4 R nEL xDR,-0.6402741,P24394,F2,SAMPLE,Nomic_07022025,E50008,OID20576,IL4R,assay,Inflammation,B,62.0,-8.096332550048828,-4.613368034362793,Plate control,-4.613368034362793,PASS,PASS,7.2.1,,,1.0,1.0,1.0,1.0,1.1904761337868508
15369,63,F,3,F3,D2,PolyIC,0.0,0.0,2.0,0.0,0.0,EXP - 286.1 - IL-4 R nEL xDR,0.4517459,P24394,F3,SAMPLE,Nomic_07022025,E50008,OID20576,IL4R,assay,Inflammation,B,40.0,-8.548725128173828,-5.065761089324951,Plate control,-5.065761089324951,PASS,PASS,7.2.1,,,1.0,1.0,1.0,1.0,1.1904761337868508
15370,64,F,4,F4,D2,PolyIC,0.0,0.0,10.0,0.0,0.0,EXP - 286.1 - IL-4 R nEL xDR,0.5476435,P24394,F4,SAMPLE,Nomic_07022025,E50008,OID20576,IL4R,assay,Inflammation,B,86.0,-6.8830695152282715,-3.4001047611236572,Plate control,-3.4001047611236572,PASS,PASS,7.2.1,,,1.0,1.0,1.0,1.0,1.1904761337868508
15371,65,F,5,F5,D2,PolyIC,0.0,0.0,100.0,0.0,0.0,EXP - 286.1 - IL-4 R nEL xDR,-0.7964297,P24394,F5,SAMPLE,Nomic_07022025,E50008,OID20576,IL4R,assay,Inflammation,B,4.0,-9.974056243896484,-6.491091251373291,Plate control,-6.491091251373291,PASS,WARN,7.2.1,,,4.0,1.0,1.0,1.0,1.1904761337868508
15372,66,F,6,F6,D1,PolyIC,0.0,0.0,10.0,0.0,0.0,EXP - 286.1 - IL-4 R nEL xDR,-0.4619554,P24394,F6,SAMPLE,Nomic_07022025,E50008,OID20576,IL4R,assay,Inflammation,B,24.0,-8.756000518798828,-5.273035526275635,Plate control,-5.273035526275635,PASS,PASS,7.2.1,,,1.0,1.0,1.0,1.0,1.1904761337868508
15373,67,F,7,F7,D2,PMAi,0.0,0.0,0.0,0.1,10.0,EXP - 286.1 - IL-4 R nEL xDR,1.589882,P24394,F7,SAMPLE,Nomic_07022025,E50008,OID20576,IL4R,assay,Inflammation,B,34.0,-9.096327781677246,-5.613362789154053,Plate control,-5.613362789154053,PASS,PASS,7.2.1,,,1.0,1.0,1.0,1.0,1.1904761337868508
15374,68,F,8,F8,D2,PMAi,0.0,0.0,0.0,0.5,50.0,EXP - 286.1 - IL-4 R nEL xDR,2.445134,P24394,F8,SAMPLE,Nomic_07022025,E50008,OID20576,IL4R,assay,Inflammation,B,34.0,-7.014841079711914,-3.5318763256073,Plate control,-3.5318763256073,PASS,PASS,7.2.1,,,1.0,1.0,1.0,1.0,1.1904761337868508
15375,69,F,9,F9,D2,PMAi,0.0,0.0,0.0,1.0,100.0,EXP - 286.1 - IL-4 R nEL xDR,1.257404,P24394,F9,SAMPLE,Nomic_07022025,E50008,OID20576,IL4R,assay,Inflammation,B,83.0,-5.702110290527344,-2.2191452980041504,Plate control,-2.2191452980041504,PASS,PASS,7.2.1,,,1.0,1.0,1.0,1.0,1.1904761337868508
15376,70,F,10,F10,D2,PMAi,0.0,0.0,0.0,5.0,500.0,EXP - 286.1 - IL-4 R nEL xDR,0.581005,P24394,F10,SAMPLE,Nomic_07022025,E50008,OID20576,IL4R,assay,Inflammation,B,21.0,-7.659911155700684,-4.17694616317749,Plate control,-4.17694616317749,PASS,PASS,7.2.1,,,1.0,1.0,1.0,1.0,1.1904761337868508
15377,71,F,11,F11,D1,PMAi,0.0,0.0,0.0,5.0,500.0,EXP - 286.1 - IL-4 R nEL xDR,0.2219149,P24394,F11,SAMPLE,Nomic_07022025,E50008,OID20576,IL4R,assay,Inflammation,B,38.0,-6.8749003410339355,-3.3919358253479004,Plate control,-3.3919358253479004,PASS,WARN,7.2.1,,,4.0,1.0,1.0,1.0,1.1904761337868508
15378,73,G,1,G1,D3,unstimulated,0.0,0.0,0.0,0.0,0.0,EXP - 286.1 - IL-4 R nEL xDR,-0.01488032,P24394,G1,SAMPLE,Nomic_07022025,E50008,OID20576,IL4R,assay,Inflammation,B,31.0,-9.3091459274292,-5.826181411743164,Plate control,-5.826181411743164,PASS,PASS,7.2.1,,,1.0,1.0,1.0,1.0,1.1904761337868508
15379,74,G,2,G2,D3,PolyIC,0.0,0.0,0.4,0.0,0.0,EXP - 286.1 - IL-4 R nEL xDR,1.280515,P24394,G2,SAMPLE,Nomic_07022025,E50008,OID20576,IL4R,assay,Inflammation,B,101.0,-7.884759902954102,-4.401795387268066,Plate control,-4.401795387268066,PASS,PASS,7.2.1,,,1.0,1.0,1.0,1.0,1.1904761337868508
15380,75,G,3,G3,D3,PolyIC,0.0,0.0,2.0,0.0,0.0,EXP - 286.1 - IL-4 R nEL xDR,-1.276686,P24394,G3,SAMPLE,Nomic_07022025,E50008,OID20576,IL4R,assay,Inflammation,B,30.0,-9.2444429397583,-5.761478424072266,Plate control,-5.761478424072266,PASS,PASS,7.2.1,,,1.0,1.0,1.0,1.0,1.1904761337868508
15381,76,G,4,G4,D3,PolyIC,0.0,0.0,10.0,0.0,0.0,EXP - 286.1 - IL-4 R nEL xDR,0.3755478,P24394,G4,SAMPLE,Nomic_07022025,E50008,OID20576,IL4R,assay,Inflammation,B,65.0,-7.710965156555176,-4.228000640869141,Plate control,-4.228000640869141,PASS,PASS,7.2.1,,,1.0,1.0,1.0,1.0,1.1904761337868508
15382,77,G,5,G5,D3,PolyIC,0.0,0.0,100.0,0.0,0.0,EXP - 286.1 - IL-4 R nEL xDR,-1.639211,P24394,G5,SAMPLE,Nomic_07022025,E50008,OID20576,IL4R,assay,Inflammation,B,21.0,-8.758540153503418,-5.275575637817383,Plate control,-5.275575637817383,PASS,PASS,7.2.1,,,1.0,1.0,1.0,1.0,1.1904761337868508
15383,78,G,6,G6,D1,PolyIC,0.0,0.0,10.0,0.0,0.0,EXP - 286.1 - IL-4 R nEL xDR,1.0307,P24394,G6,SAMPLE,Nomic_07022025,E50008,OID20576,IL4R,assay,Inflammation,B,19.0,-9.438135147094727,-5.955170631408691,Plate control,-5.955170631408691,PASS,PASS,7.2.1,,,1.0,1.0,1.0,1.0,1.1904761337868508
15384,79,G,7,G7,D3,PMAi,0.0,0.0,0.0,0.1,10.0,EXP - 286.1 - IL-4 R nEL xDR,0.3512991,P24394,G7,SAMPLE,Nomic_07022025,E50008,OID20576,IL4R,assay,Inflammation,B,71.0,-7.998093605041504,-4.515129089355469,Plate control,-4.515129089355469,PASS,PASS,7.2.1,,,1.0,1.0,1.0,1.0,1.1904761337868508
15385,80,G,8,G8,D3,PMAi,0.0,0.0,0.0,0.5,50.0,EXP - 286.1 - IL-4 R nEL xDR,1.706413,P24394,G8,SAMPLE,Nomic_07022025,E50008,OID20576,IL4R,assay,Inflammation,B,49.0,-6.683639049530029,-3.200674533843994,Plate control,-3.200674533843994,PASS,PASS,7.2.1,,,1.0,1.0,1.0,1.0,1.1904761337868508
15386,81,G,9,G9,D3,PMAi,0.0,0.0,0.0,1.0,100.0,EXP - 286.1 - IL-4 R nEL xDR,0.6441962,P24394,G9,SAMPLE,Nomic_07022025,E50008,OID20576,IL4R,assay,Inflammation,B,12.0,-8.340221405029297,-4.8572564125061035,Plate control,-4.8572564125061035,PASS,WARN,7.2.1,,,4.0,1.0,1.0,1.0,1.1904761337868508
15387,82,G,10,G10,D3,PMAi,0.0,0.0,0.0,5.0,500.0,EXP - 286.1 - IL-4 R nEL xDR,1.099054,P24394,G10,SAMPLE,Nomic_07022025,E50008,OID20576,IL4R,assay,Inflammation,B,34.0,-6.60078763961792,-3.1178226470947266,Plate control,-3.1178226470947266,PASS,WARN,7.2.1,,,4.0,1.0,1.0,1.0,1.1904761337868508
15388,83,G,11,G11,D1,PMAi,0.0,0.0,0.0,5.0,500.0,EXP - 286.1 - IL-4 R nEL xDR,-0.5875839,P24394,G11,SAMPLE,Nomic_07022025,E50008,OID20576,IL4R,assay,Inflammation,B,5.0,-9.267254829406738,-5.784290313720703,Plate control,-5.784290313720703,PASS,WARN,7.2.1,,,4.0,1.0,1.0,1.0,1.1904761337868508
15389,85,H,1,H1,D4,unstimulated,0.0,0.0,0.0,0.0,0.0,EXP - 286.1 - IL-4 R nEL xDR,-0.001581608,P24394,H1,SAMPLE,Nomic_07022025,E50008,OID20576,IL4R,assay,Inflammation,B,38.0,-9.08018684387207,-5.597221851348877,Plate control,-5.597221851348877,PASS,PASS,7.2.1,,,1.0,1.0,1.0,1.0,1.1904761337868508
15390,86,H,2,H2,D4,PolyIC,0.0,0.0,0.4,0.0,0.0,EXP - 286.1 - IL-4 R nEL xDR,-0.4402375,P24394,H2,SAMPLE,Nomic_07022025,E50008,OID20576,IL4R,assay,Inflammation,B,109.0,-7.399233818054199,-3.916269063949585,Plate control,-3.916269063949585,PASS,PASS,7.2.1,,,1.0,1.0,1.0,1.0,1.1904761337868508
15391,87,H,3,H3,D4,PolyIC,0.0,0.0,2.0,0.0,0.0,EXP - 286.1 - IL-4 R nEL xDR,2.078437,P24394,H3,SAMPLE,Nomic_07022025,E50008,OID20576,IL4R,assay,Inflammation,B,33.0,-8.87540054321289,-5.392435550689697,Plate control,-5.392435550689697,PASS,PASS,7.2.1,,,1.0,1.0,1.0,1.0,1.1904761337868508
15392,88,H,4,H4,D4,PolyIC,0.0,0.0,10.0,0.0,0.0,EXP - 286.1 - IL-4 R nEL xDR,-0.5968311,P24394,H4,SAMPLE,Nomic_07022025,E50008,OID20576,IL4R,assay,Inflammation,B,22.0,-8.477022171020508,-4.994057655334473,Plate control,-4.994057655334473,PASS,PASS,7.2.1,,,1.0,1.0,1.0,1.0,1.1904761337868508
15393,89,H,5,H5,D4,PolyIC,0.0,0.0,100.0,0.0,0.0,EXP - 286.1 - IL-4 R nEL xDR,0.5432915,P24394,H5,SAMPLE,Nomic_07022025,E50008,OID20576,IL4R,assay,Inflammation,B,40.0,-7.9184160232543945,-4.435451507568359,Plate control,-4.435451507568359,PASS,PASS,7.2.1,,,1.0,1.0,1.0,1.0,1.1904761337868508
15394,90,H,6,H6,D1,PolyIC,0.0,0.0,10.0,0.0,0.0,EXP - 286.1 - IL-4 R nEL xDR,0.9494761,P24394,H6,SAMPLE,Nomic_07022025,E50008,OID20576,IL4R,assay,Inflammation,B,48.0,-8.239200592041016,-4.7562360763549805,Plate control,-4.7562360763549805,PASS,PASS,7.2.1,,,1.0,1.0,1.0,1.0,1.1904761337868508
15395,91,H,7,H7,D4,PMAi,0.0,0.0,0.0,0.1,10.0,EXP - 286.1 - IL-4 R nEL xDR,0.517807,P24394,H7,SAMPLE,Nomic_07022025,E50008,OID20576,IL4R,assay,Inflammation,B,22.0,-9.689521789550781,-6.206556797027588,Plate control,-6.206556797027588,PASS,PASS,7.2.1,,,1.0,1.0,1.0,1.0,1.1904761337868508
15396,92,H,8,H8,D4,PMAi,0.0,0.0,0.0,0.5,50.0,EXP - 286.1 - IL-4 R nEL xDR,1.706668,P24394,H8,SAMPLE,Nomic_07022025,E50008,OID20576,IL4R,assay,Inflammation,B,25.0,-7.404971122741699,-3.922006607055664,Plate control,-3.922006607055664,PASS,PASS,7.2.1,,,1.0,1.0,1.0,1.0,1.1904761337868508
15397,93,H,9,H9,D4,PMAi,0.0,0.0,0.0,1.0,100.0,EXP - 286.1 - IL-4 R nEL xDR,1.736674,P24394,H9,SAMPLE,Nomic_07022025,E50008,OID20576,IL4R,assay,Inflammation,B,62.0,-6.3772807121276855,-2.894315719604492,Plate control,-2.894315719604492,PASS,PASS,7.2.1,,,1.0,1.0,1.0,1.0,1.1904761337868508
15398,94,H,10,H10,D4,PMAi,0.0,0.0,0.0,5.0,500.0,EXP - 286.1 - IL-4 R nEL xDR,1.621992,P24394,H10,SAMPLE,Nomic_07022025,E50008,OID20576,IL4R,assay,Inflammation,B,25.0,-7.0912766456604,-3.608311891555786,Plate control,-3.608311891555786,PASS,WARN,7.2.1,,,4.0,1.0,1.0,1.0,1.1904761337868508
15399,95,H,11,H11,D1,PMAi,0.0,0.0,0.0,5.0,500.0,EXP - 286.1 - IL-4 R nEL xDR,0.7314908,P24394,H11,SAMPLE,Nomic_07022025,E50008,OID20576,IL4R,assay,Inflammation,B,28.0,-6.815154552459717,-3.3321897983551025,Plate control,-3.3321897983551025,PASS,WARN,7.2.1,,,4.0,1.0,1.0,1.0,1.1904761337868508
15752,1,A,1,A1,D1,unstimulated,0.0,0.0,0.0,0.0,0.0,99.2 - M-CSF - nEL xDR - 1154,-1.123337,P09603,A1,SAMPLE,Nomic_07022025,E50008,OID20719,CSF1,assay,Inflammation,D,411.0,-7.166557312011719,-5.920137882232666,Plate control,-5.920137882232666,PASS,PASS,7.2.1,,,1.0,1.0,1.0,1.0,0.2
